<<<15:31:28:646774>>>
* Screen coordinates (1447, 53) choosen in zone #3.
* Screen dimensions are 1600 wide by 900 high.
* Minimum (x, y) are (1333, 0).
* Maximum (x, y) are (1600, 150).
* Mid (x, y) are (1466, 75).
<<<15:31:28:646774>>>  Image at Pix\Faraway_Objects\Asteroids\4.png choosen for background...
<<<15:31:37:300703>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:300703>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:300703>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:300703>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:37:316421>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:316421>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:316421>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:316421>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:316421>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:37:332819>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:333828>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:333828>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:333828>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:333828>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:37:349395>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:349395>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:349395>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:349395>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:349395>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:37:366181>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:367256>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:367256>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:367256>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:367256>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:37:381468>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:381468>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:381468>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:381468>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:381468>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:37:398412>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:398412>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:398412>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:398412>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:398412>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:37:415285>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:415285>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:415285>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:415285>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:415285>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:37:430782>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:430782>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:430782>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:430782>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:430782>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:37:446447>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:446447>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:446447>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:446447>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:446447>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:37:462672>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:462672>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:462672>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:462672>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:462672>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:37:478970>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:478970>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:478970>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:478970>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:479978>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:37:494713>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:495715>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:495715>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:495715>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:495715>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:37:511230>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:511230>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:511230>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:511230>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:528195>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:528195>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:528195>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:528195>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:529203>>>  Tank #3 Yellow AI Tank chose to shoot...
<<<15:31:37:543669>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:543669>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:543669>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:543669>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:543669>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:543669>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:543669>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:543669>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:560298>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:561307>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:561307>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:561307>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:561307>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:561307>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:561307>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:561307>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:576490>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:576490>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:576490>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:576490>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:576490>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:576490>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:576490>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:577567>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:593093>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:593093>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:593093>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:593093>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:593093>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:593093>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:593093>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:593093>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:608735>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:608735>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:608735>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:608735>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:608735>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:608735>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:608735>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:608735>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:624416>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:624416>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:624416>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:624416>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:624416>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:624416>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:624416>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:624416>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:640976>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:640976>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:640976>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:640976>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:640976>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:640976>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:640976>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:640976>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:657745>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:657745>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:657745>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:657745>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:657745>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:657745>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:657745>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:657745>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:674246>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:674246>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:674246>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:674246>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:674246>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:674246>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:674246>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:674246>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:690909>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:690909>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:690909>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:690909>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:690909>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:691972>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:691972>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:691972>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:708167>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:708167>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:708167>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:708167>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:708167>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:708167>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:708167>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:708167>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:724244>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:724244>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:724244>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:724244>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:724244>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:724244>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:724244>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:724244>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:741170>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:741170>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:741170>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:741170>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:741170>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:741170>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:742179>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:742179>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:757977>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:757977>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:757977>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:757977>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:757977>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:757977>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:757977>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:757977>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:773871>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:773871>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:773871>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:773871>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:773871>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:774866>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:774866>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:774866>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:791126>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:791126>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:791126>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:791126>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:791126>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:791126>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:791126>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:791126>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:806052>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:807077>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:807077>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:807077>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:807077>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:807077>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:807077>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:807077>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:821699>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:821699>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:821699>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:821699>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:821699>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:821699>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:821699>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:821699>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:838123>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:838507>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:838507>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:838507>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:838507>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:838507>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:838507>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:838507>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:853615>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:853615>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:853615>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:853615>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:853615>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:853615>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:853615>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:853615>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:870002>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:870002>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:870002>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:870002>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:870002>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:870002>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:870002>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:870002>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:885896>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:885896>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:885896>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:885896>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:885896>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:885896>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:885896>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:885896>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:902351>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:902351>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:902351>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:902351>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:902351>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:902351>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:902351>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:902351>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:918526>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:918526>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:918526>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:918526>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:31:37:918526>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:918526>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:918526>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:918526>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:934561>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:934561>>>  Tank #2 Red AI Tank lowered launch speed one unit...
<<<15:31:37:934561>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:934561>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:934561>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:934561>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:951464>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:951464>>>  Tank #2 Red AI Tank lowered launch speed one unit...
<<<15:31:37:952473>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:952473>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:952473>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:952473>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:968171>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:968171>>>  Tank #2 Red AI Tank lowered launch speed one unit...
<<<15:31:37:968171>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:968171>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:968171>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:968171>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:983865>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:983865>>>  Tank #2 Red AI Tank lowered launch speed one unit...
<<<15:31:37:983865>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:983865>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:983865>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:983865>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:37:999598>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:37:999598>>>  Tank #2 Red AI Tank lowered launch speed one unit...
<<<15:31:37:999598>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:37:999598>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:37:999598>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:37:999598>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:38:015858>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:38:015858>>>  Tank #2 Red AI Tank lowered launch speed one unit...
<<<15:31:38:015858>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:38:015858>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:38:015858>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:38:015858>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:38:031605>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:31:38:031605>>>  Tank #2 Red AI Tank lowered launch speed one unit...
