<<<15:11:29:570398>>>
* Screen coordinates (160, 280) choosen in zone #8.
* Screen dimensions are 1600 wide by 900 high.
* Minimum (x, y) are (0, 150).
* Maximum (x, y) are (266, 750).
* Mid (x, y) are (133, 450).
<<<15:11:29:570398>>>  Image at Pix\Faraway_Objects\Quasars\2.png choosen for background...
<<<15:11:39:198934>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:198934>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:198934>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:198934>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:198934>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:198934>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:198934>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:198934>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:217089>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:217089>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:217089>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:217089>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:217089>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:217089>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:217089>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:217089>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:232175>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:232175>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:232175>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:232175>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:232175>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:232175>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:232175>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:232175>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:248490>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:248490>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:248490>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:248490>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:248490>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:248490>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:248490>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:248490>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:264810>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:264810>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:264810>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:264810>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:264810>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:264810>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:264810>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:264810>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:281520>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:281520>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:281520>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:281520>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:281520>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:281520>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:39:297136>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:297136>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:297136>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:297136>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:297136>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:297136>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:39:312953>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:312953>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:312953>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:312953>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:312953>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:312953>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:39:329363>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:329363>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:329363>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:329363>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:329363>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:329363>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:39:345086>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:345086>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:345086>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:345086>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:345086>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:345086>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:39:361590>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:361590>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:361590>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:361590>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:361590>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:361590>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:39:379727>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:379727>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:379727>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:379727>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:379727>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:379727>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:39:394535>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:394535>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:394535>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:394535>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:394535>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:394535>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:39:411559>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:412523>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:412523>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:412523>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:412523>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:412523>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:39:428050>>>  Successfully removed spellready icon from Tank #1 Green Player Tank's effect list!
<<<15:11:39:428050>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:429046>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:429046>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:429046>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:429046>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:429046>>>  Tank #3 Yellow AI Tank firing solution within tolerances, not adjusting firing solution...
<<<15:11:39:429046>>>  Tank #3 Yellow AI Tank attempting to fire cannonball...
<<<15:11:39:445654>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:445654>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:446660>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:446660>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:446660>>>  Tank #3 Yellow AI Tank chose to shoot...
<<<15:11:39:461840>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:461840>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:461840>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:461840>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:461840>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:462837>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:462837>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:462837>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:479205>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:479205>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:479205>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:479205>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:479205>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:479205>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:479205>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:479205>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:496517>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:496517>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:496517>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:496517>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:496517>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:496517>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:496517>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:496517>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:510068>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:510068>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:510068>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:510068>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:510068>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:510068>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:510068>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:510068>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:528170>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:528170>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:528170>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:528170>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:528170>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:528170>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:528170>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:528170>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:544126>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:544126>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:544126>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:544126>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:544126>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:544126>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:544126>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:544126>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:560152>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:560152>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:560152>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:560152>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:560152>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:560152>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:560152>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:560152>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:576110>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:576110>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:576110>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:576110>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:576110>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:576110>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:576110>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:576110>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:594845>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:594845>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:594845>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:594845>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:594845>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:594845>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:594845>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:594845>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:608477>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:608477>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:608477>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:608477>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:608477>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:608477>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:608477>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:608477>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:624019>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:624019>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:624019>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:624019>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:624019>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:624019>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:624019>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:624019>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:641524>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:641524>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:641524>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:641524>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:641524>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:641524>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:641524>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:641524>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:656849>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:656849>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:656849>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:656849>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:656849>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:656849>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:656849>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:656849>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:672458>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:672458>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:672458>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:672458>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:672458>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:672458>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:672458>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:672458>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:690158>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:690158>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:690158>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:690158>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:690158>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:690158>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:690158>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:690158>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:705028>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:705028>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:705028>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:705028>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:705028>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:705028>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:705028>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:705028>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:721863>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:721863>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:721863>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:721863>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:721863>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:721863>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:721863>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:721863>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:740036>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:740036>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:740036>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:740036>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:740243>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:740243>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:740243>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:740243>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:754830>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:754830>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:754830>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:754830>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:754830>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:754830>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:754830>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:754830>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:773915>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:773915>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:773915>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:773915>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:773915>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:773915>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:773915>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:773915>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:791003>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:791003>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:791003>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:791003>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:791003>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:791003>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:791003>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:791003>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:807822>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:807822>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:807822>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:807822>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:807822>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:807822>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:807822>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:807822>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:823521>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:823521>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:823521>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:823521>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:823521>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:823521>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:823521>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:823521>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:840264>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:840264>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:840264>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:840264>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<15:11:39:840264>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:39:840264>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:39:840264>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:39:840264>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:39:856720>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:39:856720>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
